,time,PressureLEBT
63,2024-03-14 08:37:39.732410+00:00,9.64e-05
64,2024-03-14 08:37:39.832259+00:00,9.64e-05
65,2024-03-14 08:37:39.932188+00:00,9.64e-05
66,2024-03-14 08:37:40.032494+00:00,9.64e-05
67,2024-03-14 08:37:40.132145+00:00,9.64e-05
68,2024-03-14 08:37:40.232000+00:00,9.64e-05
69,2024-03-14 08:37:40.331839+00:00,9.64e-05
70,2024-03-14 08:37:40.431534+00:00,9.63e-05
71,2024-03-14 08:37:40.532496+00:00,9.64e-05
72,2024-03-14 08:37:40.632747+00:00,9.63e-05
73,2024-03-14 08:37:40.732100+00:00,9.64e-05
74,2024-03-14 08:37:40.831918+00:00,9.63e-05
75,2024-03-14 08:37:40.932144+00:00,9.63e-05
76,2024-03-14 08:37:41.032016+00:00,9.64e-05
77,2024-03-14 08:37:41.131741+00:00,9.64e-05
78,2024-03-14 08:37:41.232072+00:00,9.63e-05
79,2024-03-14 08:37:41.331814+00:00,9.64e-05
80,2024-03-14 08:37:41.431571+00:00,9.64e-05
81,2024-03-14 08:37:41.532823+00:00,9.64e-05
82,2024-03-14 08:37:41.631663+00:00,9.64e-05
83,2024-03-14 08:37:41.732163+00:00,9.65e-05
84,2024-03-14 08:37:41.831408+00:00,9.65e-05
85,2024-03-14 08:37:41.931836+00:00,9.65e-05
86,2024-03-14 08:37:42.031426+00:00,9.65e-05
87,2024-03-14 08:37:42.132070+00:00,9.65e-05
88,2024-03-14 08:37:42.232141+00:00,9.65e-05
89,2024-03-14 08:37:42.332031+00:00,9.65e-05
90,2024-03-14 08:37:42.431159+00:00,9.65e-05
91,2024-03-14 08:37:42.531244+00:00,9.64e-05
92,2024-03-14 08:37:42.631207+00:00,9.64e-05
93,2024-03-14 08:37:42.733167+00:00,9.64e-05
94,2024-03-14 08:37:42.831598+00:00,9.64e-05
95,2024-03-14 08:37:42.931044+00:00,9.64e-05
96,2024-03-14 08:37:43.031514+00:00,9.64e-05
97,2024-03-14 08:37:43.131766+00:00,9.64e-05
98,2024-03-14 08:37:43.230779+00:00,9.63e-05
99,2024-03-14 08:37:43.331119+00:00,9.64e-05
100,2024-03-14 08:37:43.431701+00:00,9.64e-05
101,2024-03-14 08:37:43.530539+00:00,9.64e-05
102,2024-03-14 08:37:43.631370+00:00,9.64e-05
103,2024-03-14 08:37:43.729938+00:00,9.64e-05
104,2024-03-14 08:37:43.831129+00:00,9.64e-05
105,2024-03-14 08:37:43.931184+00:00,9.64e-05
106,2024-03-14 08:37:44.030903+00:00,9.64e-05
107,2024-03-14 08:37:44.130233+00:00,9.64e-05
108,2024-03-14 08:37:44.229749+00:00,9.65e-05
109,2024-03-14 08:37:44.331238+00:00,9.64e-05
110,2024-03-14 08:37:44.429730+00:00,9.64e-05
111,2024-03-14 08:37:44.529810+00:00,9.65e-05
112,2024-03-14 08:37:44.629770+00:00,9.64e-05
113,2024-03-14 08:37:44.730952+00:00,9.65e-05
114,2024-03-14 08:37:44.829927+00:00,9.64e-05
115,2024-03-14 08:37:44.929966+00:00,9.65e-05
116,2024-03-14 08:37:45.029816+00:00,9.65e-05
117,2024-03-14 08:37:45.129423+00:00,9.65e-05
118,2024-03-14 08:37:45.229314+00:00,9.65e-05
119,2024-03-14 08:37:45.329503+00:00,9.65e-05
120,2024-03-14 08:37:45.430018+00:00,9.65e-05
121,2024-03-14 08:37:45.529546+00:00,9.64e-05
122,2024-03-14 08:37:45.629273+00:00,9.65e-05
123,2024-03-14 08:37:45.729516+00:00,9.65e-05
124,2024-03-14 08:37:45.829350+00:00,9.65e-05
125,2024-03-14 08:37:45.929596+00:00,9.65e-05
126,2024-03-14 08:37:46.029453+00:00,9.65e-05
127,2024-03-14 08:37:46.129315+00:00,9.65e-05
128,2024-03-14 08:37:46.229563+00:00,9.65e-05
129,2024-03-14 08:37:46.329540+00:00,9.65e-05
130,2024-03-14 08:37:46.429114+00:00,9.64e-05
131,2024-03-14 08:37:46.529137+00:00,9.64e-05
132,2024-03-14 08:37:46.629150+00:00,9.64e-05
133,2024-03-14 08:37:46.728963+00:00,9.64e-05
134,2024-03-14 08:37:46.829590+00:00,9.64e-05
135,2024-03-14 08:37:46.929532+00:00,9.64e-05
136,2024-03-14 08:37:47.029130+00:00,9.64e-05
137,2024-03-14 08:37:47.129856+00:00,9.64e-05
138,2024-03-14 08:37:47.229094+00:00,9.64e-05
139,2024-03-14 08:37:47.329384+00:00,9.64e-05
140,2024-03-14 08:37:47.428803+00:00,9.64e-05
141,2024-03-14 08:37:47.529462+00:00,9.65e-05
142,2024-03-14 08:37:47.628378+00:00,9.64e-05
143,2024-03-14 08:37:47.728957+00:00,9.64e-05
144,2024-03-14 08:37:47.828802+00:00,9.64e-05
145,2024-03-14 08:37:47.928720+00:00,9.64e-05
146,2024-03-14 08:37:48.028414+00:00,9.64e-05
147,2024-03-14 08:37:48.128588+00:00,9.64e-05
148,2024-03-14 08:37:48.228574+00:00,9.64e-05
149,2024-03-14 08:37:48.328185+00:00,9.64e-05
150,2024-03-14 08:37:48.428455+00:00,9.64e-05
151,2024-03-14 08:37:48.528562+00:00,9.64e-05
152,2024-03-14 08:37:48.628306+00:00,9.65e-05
153,2024-03-14 08:37:48.728203+00:00,9.65e-05
154,2024-03-14 08:37:48.829002+00:00,9.65e-05
155,2024-03-14 08:37:48.928220+00:00,9.64e-05
156,2024-03-14 08:37:49.028282+00:00,9.64e-05
157,2024-03-14 08:37:49.128351+00:00,9.64e-05
158,2024-03-14 08:37:49.228426+00:00,9.64e-05
159,2024-03-14 08:37:49.328397+00:00,9.64e-05
160,2024-03-14 08:37:49.428044+00:00,9.64e-05
161,2024-03-14 08:37:49.528209+00:00,9.64e-05
162,2024-03-14 08:37:49.628317+00:00,9.64e-05
163,2024-03-14 08:37:49.728059+00:00,9.64e-05
164,2024-03-14 08:37:49.827540+00:00,9.64e-05
165,2024-03-14 08:37:49.928313+00:00,9.64e-05
166,2024-03-14 08:37:50.028538+00:00,9.64e-05
167,2024-03-14 08:37:50.129118+00:00,9.64e-05
168,2024-03-14 08:37:50.227872+00:00,9.64e-05
169,2024-03-14 08:37:50.327719+00:00,9.64e-05
170,2024-03-14 08:37:50.427799+00:00,9.65e-05
171,2024-03-14 08:37:50.527402+00:00,9.65e-05
172,2024-03-14 08:37:50.627670+00:00,9.65e-05
173,2024-03-14 08:37:50.727303+00:00,9.65e-05
174,2024-03-14 08:37:50.827580+00:00,9.65e-05
175,2024-03-14 08:37:50.927296+00:00,9.65e-05
176,2024-03-14 08:37:51.027076+00:00,9.65e-05
177,2024-03-14 08:37:51.127309+00:00,9.65e-05
178,2024-03-14 08:37:51.226678+00:00,9.64e-05
179,2024-03-14 08:37:51.326729+00:00,9.64e-05
180,2024-03-14 08:37:51.426842+00:00,9.65e-05
181,2024-03-14 08:37:51.527964+00:00,9.64e-05
182,2024-03-14 08:37:51.627071+00:00,9.64e-05
183,2024-03-14 08:37:51.726882+00:00,9.65e-05
184,2024-03-14 08:37:51.826999+00:00,9.64e-05
185,2024-03-14 08:37:51.926840+00:00,9.65e-05
186,2024-03-14 08:37:52.027547+00:00,9.64e-05
187,2024-03-14 08:37:52.126900+00:00,9.64e-05
188,2024-03-14 08:37:52.227362+00:00,9.64e-05
189,2024-03-14 08:37:52.326658+00:00,9.64e-05
190,2024-03-14 08:37:52.426367+00:00,9.64e-05
191,2024-03-14 08:37:52.526819+00:00,9.64e-05
192,2024-03-14 08:37:52.626564+00:00,9.64e-05
193,2024-03-14 08:37:52.726639+00:00,9.65e-05
194,2024-03-14 08:37:52.826549+00:00,9.65e-05
195,2024-03-14 08:37:52.926469+00:00,9.65e-05
196,2024-03-14 08:37:53.025885+00:00,9.65e-05
197,2024-03-14 08:37:53.126527+00:00,9.64e-05
198,2024-03-14 08:37:53.226095+00:00,9.64e-05
199,2024-03-14 08:37:53.326054+00:00,9.65e-05
200,2024-03-14 08:37:53.425808+00:00,9.65e-05
201,2024-03-14 08:37:53.525772+00:00,9.64e-05
202,2024-03-14 08:37:53.625630+00:00,9.64e-05
203,2024-03-14 08:37:53.725768+00:00,9.64e-05
204,2024-03-14 08:37:53.825648+00:00,9.63e-05
205,2024-03-14 08:37:53.925849+00:00,9.6e-05
206,2024-03-14 08:37:54.025576+00:00,9.57e-05
207,2024-03-14 08:37:54.125890+00:00,9.56e-05
208,2024-03-14 08:37:54.225703+00:00,9.54e-05
209,2024-03-14 08:37:54.325312+00:00,9.53e-05
210,2024-03-14 08:37:54.425769+00:00,9.52e-05
211,2024-03-14 08:37:54.525465+00:00,9.52e-05
212,2024-03-14 08:37:54.625719+00:00,9.52e-05
213,2024-03-14 08:37:54.725429+00:00,9.52e-05
214,2024-03-14 08:37:54.826065+00:00,9.51e-05
215,2024-03-14 08:37:54.925632+00:00,9.5e-05
216,2024-03-14 08:37:55.025908+00:00,9.51e-05
217,2024-03-14 08:37:55.125440+00:00,9.52e-05
218,2024-03-14 08:37:55.225721+00:00,9.52e-05
219,2024-03-14 08:37:55.325343+00:00,9.52e-05
220,2024-03-14 08:37:55.425551+00:00,9.52e-05
221,2024-03-14 08:37:55.525679+00:00,9.52e-05
222,2024-03-14 08:37:55.624999+00:00,9.52e-05
223,2024-03-14 08:37:55.725120+00:00,9.52e-05
224,2024-03-14 08:37:55.824986+00:00,9.52e-05
225,2024-03-14 08:37:55.924790+00:00,9.52e-05
226,2024-03-14 08:37:56.025225+00:00,9.52e-05
227,2024-03-14 08:37:56.124393+00:00,9.52e-05
228,2024-03-14 08:37:56.224851+00:00,9.52e-05
229,2024-03-14 08:37:56.324951+00:00,9.51e-05
230,2024-03-14 08:37:56.423798+00:00,9.51e-05
231,2024-03-14 08:37:56.524081+00:00,9.52e-05
232,2024-03-14 08:37:56.624015+00:00,9.52e-05
233,2024-03-14 08:37:56.724307+00:00,9.52e-05
234,2024-03-14 08:37:56.824257+00:00,9.52e-05
235,2024-03-14 08:37:56.924103+00:00,9.52e-05
236,2024-03-14 08:37:57.024520+00:00,9.51e-05
237,2024-03-14 08:37:57.123827+00:00,9.52e-05
238,2024-03-14 08:37:57.224312+00:00,9.52e-05
239,2024-03-14 08:37:57.323629+00:00,9.52e-05
240,2024-03-14 08:37:57.423844+00:00,9.52e-05
241,2024-03-14 08:37:57.523482+00:00,9.52e-05
242,2024-03-14 08:37:57.623720+00:00,9.52e-05
243,2024-03-14 08:37:57.723380+00:00,9.51e-05
244,2024-03-14 08:37:57.823667+00:00,9.51e-05
245,2024-03-14 08:37:57.923694+00:00,9.51e-05
246,2024-03-14 08:37:58.023115+00:00,9.51e-05
247,2024-03-14 08:37:58.122850+00:00,9.51e-05
248,2024-03-14 08:37:58.223002+00:00,9.51e-05
249,2024-03-14 08:37:58.323184+00:00,9.51e-05
250,2024-03-14 08:37:58.423498+00:00,9.52e-05
251,2024-03-14 08:37:58.523596+00:00,9.52e-05
252,2024-03-14 08:37:58.622757+00:00,9.52e-05
253,2024-03-14 08:37:58.722932+00:00,9.52e-05
254,2024-03-14 08:37:58.823012+00:00,9.52e-05
255,2024-03-14 08:37:58.922894+00:00,9.52e-05
256,2024-03-14 08:37:59.102190+00:00,9.52e-05
257,2024-03-14 08:37:59.172666+00:00,9.52e-05
258,2024-03-14 08:37:59.272036+00:00,9.52e-05
259,2024-03-14 08:37:59.381952+00:00,9.52e-05
260,2024-03-14 08:37:59.481868+00:00,9.52e-05
261,2024-03-14 08:37:59.582553+00:00,9.52e-05
262,2024-03-14 08:37:59.681858+00:00,9.52e-05
263,2024-03-14 08:37:59.787622+00:00,9.53e-05
264,2024-03-14 08:37:59.881964+00:00,9.52e-05
265,2024-03-14 08:37:59.981925+00:00,9.51e-05
266,2024-03-14 08:38:00.081412+00:00,9.52e-05
267,2024-03-14 08:38:00.181903+00:00,9.51e-05
268,2024-03-14 08:38:00.281780+00:00,9.51e-05
269,2024-03-14 08:38:00.381850+00:00,9.51e-05
270,2024-03-14 08:38:00.481249+00:00,9.51e-05
271,2024-03-14 08:38:00.581308+00:00,9.51e-05
272,2024-03-14 08:38:00.681273+00:00,9.51e-05
273,2024-03-14 08:38:00.781051+00:00,9.52e-05
274,2024-03-14 08:38:00.881425+00:00,9.52e-05
275,2024-03-14 08:38:00.981434+00:00,9.52e-05
276,2024-03-14 08:38:01.081663+00:00,9.52e-05
277,2024-03-14 08:38:01.181236+00:00,9.53e-05
278,2024-03-14 08:38:01.281401+00:00,9.53e-05
279,2024-03-14 08:38:01.380580+00:00,9.52e-05
280,2024-03-14 08:38:01.480769+00:00,9.53e-05
281,2024-03-14 08:38:01.581210+00:00,9.53e-05
282,2024-03-14 08:38:01.681332+00:00,9.52e-05
283,2024-03-14 08:38:01.780987+00:00,9.52e-05
284,2024-03-14 08:38:01.880499+00:00,9.52e-05
285,2024-03-14 08:38:01.980847+00:00,9.53e-05
286,2024-03-14 08:38:02.080472+00:00,9.52e-05
287,2024-03-14 08:38:02.180888+00:00,9.52e-05
288,2024-03-14 08:38:02.280498+00:00,9.52e-05
289,2024-03-14 08:38:02.380748+00:00,9.52e-05
290,2024-03-14 08:38:02.480235+00:00,9.52e-05
291,2024-03-14 08:38:02.580979+00:00,9.52e-05
292,2024-03-14 08:38:02.680362+00:00,9.51e-05
293,2024-03-14 08:38:02.779860+00:00,9.51e-05
294,2024-03-14 08:38:02.879919+00:00,9.52e-05
295,2024-03-14 08:38:02.980062+00:00,9.52e-05
296,2024-03-14 08:38:03.079876+00:00,9.52e-05
297,2024-03-14 08:38:03.179791+00:00,9.51e-05
298,2024-03-14 08:38:03.279555+00:00,9.51e-05
299,2024-03-14 08:38:03.379912+00:00,9.52e-05
300,2024-03-14 08:38:03.479495+00:00,9.52e-05
301,2024-03-14 08:38:03.604641+00:00,9.52e-05
302,2024-03-14 08:38:03.679607+00:00,9.52e-05
303,2024-03-14 08:38:03.781210+00:00,9.52e-05
304,2024-03-14 08:38:03.879767+00:00,9.51e-05
305,2024-03-14 08:38:03.979534+00:00,9.48e-05
306,2024-03-14 08:38:04.079799+00:00,9.47e-05
307,2024-03-14 08:38:04.179344+00:00,9.47e-05
308,2024-03-14 08:38:04.279699+00:00,9.46e-05
309,2024-03-14 08:38:04.381216+00:00,9.46e-05
310,2024-03-14 08:38:04.479249+00:00,9.45e-05
311,2024-03-14 08:38:04.579703+00:00,9.45e-05
312,2024-03-14 08:38:04.679009+00:00,9.45e-05
313,2024-03-14 08:38:04.779333+00:00,9.45e-05
314,2024-03-14 08:38:04.879302+00:00,9.46e-05
315,2024-03-14 08:38:04.979125+00:00,9.45e-05
316,2024-03-14 08:38:05.079021+00:00,9.45e-05
317,2024-03-14 08:38:05.179093+00:00,9.45e-05
318,2024-03-14 08:38:05.278928+00:00,9.45e-05
319,2024-03-14 08:38:05.378586+00:00,9.45e-05
320,2024-03-14 08:38:05.478596+00:00,9.45e-05
321,2024-03-14 08:38:05.579121+00:00,9.45e-05
322,2024-03-14 08:38:05.678406+00:00,9.45e-05
323,2024-03-14 08:38:05.778192+00:00,9.44e-05
324,2024-03-14 08:38:05.878317+00:00,9.45e-05
325,2024-03-14 08:38:05.978574+00:00,9.45e-05
326,2024-03-14 08:38:06.078644+00:00,9.45e-05
327,2024-03-14 08:38:06.178625+00:00,9.45e-05
328,2024-03-14 08:38:06.278598+00:00,9.45e-05
329,2024-03-14 08:38:06.378273+00:00,9.45e-05
330,2024-03-14 08:38:06.478016+00:00,9.45e-05
331,2024-03-14 08:38:06.578033+00:00,9.45e-05
332,2024-03-14 08:38:06.678518+00:00,9.45e-05
333,2024-03-14 08:38:06.777625+00:00,9.46e-05
334,2024-03-14 08:38:06.877704+00:00,9.46e-05
335,2024-03-14 08:38:06.978339+00:00,9.45e-05
336,2024-03-14 08:38:07.078252+00:00,9.45e-05
337,2024-03-14 08:38:07.178092+00:00,9.45e-05
338,2024-03-14 08:38:07.277828+00:00,9.45e-05
339,2024-03-14 08:38:07.377999+00:00,9.45e-05
340,2024-03-14 08:38:07.477586+00:00,9.45e-05
341,2024-03-14 08:38:07.578178+00:00,9.45e-05
342,2024-03-14 08:38:07.677476+00:00,9.45e-05
343,2024-03-14 08:38:07.777844+00:00,9.45e-05
344,2024-03-14 08:38:07.877577+00:00,9.45e-05
345,2024-03-14 08:38:07.977304+00:00,9.45e-05
346,2024-03-14 08:38:08.077600+00:00,9.45e-05
347,2024-03-14 08:38:08.177133+00:00,9.45e-05
348,2024-03-14 08:38:08.277080+00:00,9.45e-05
349,2024-03-14 08:38:08.377002+00:00,9.45e-05
350,2024-03-14 08:38:08.477378+00:00,9.45e-05
351,2024-03-14 08:38:08.577213+00:00,9.45e-05
352,2024-03-14 08:38:08.677240+00:00,9.45e-05
353,2024-03-14 08:38:08.777198+00:00,9.45e-05
354,2024-03-14 08:38:08.876482+00:00,9.46e-05
355,2024-03-14 08:38:08.977023+00:00,9.45e-05
356,2024-03-14 08:38:09.077201+00:00,9.45e-05
357,2024-03-14 08:38:09.176525+00:00,9.45e-05
358,2024-03-14 08:38:09.277025+00:00,9.45e-05
359,2024-03-14 08:38:09.377394+00:00,9.45e-05
360,2024-03-14 08:38:09.476713+00:00,9.45e-05
361,2024-03-14 08:38:09.576844+00:00,9.45e-05
362,2024-03-14 08:38:09.676813+00:00,9.45e-05
363,2024-03-14 08:38:09.776430+00:00,9.45e-05
364,2024-03-14 08:38:09.876430+00:00,9.45e-05
365,2024-03-14 08:38:09.976306+00:00,9.45e-05
366,2024-03-14 08:38:10.076018+00:00,9.46e-05
367,2024-03-14 08:38:10.176575+00:00,9.46e-05
368,2024-03-14 08:38:10.276293+00:00,9.45e-05
369,2024-03-14 08:38:10.376259+00:00,9.45e-05
370,2024-03-14 08:38:10.476102+00:00,9.45e-05
371,2024-03-14 08:38:10.576665+00:00,9.44e-05
372,2024-03-14 08:38:10.675868+00:00,9.45e-05
373,2024-03-14 08:38:10.776037+00:00,9.44e-05
374,2024-03-14 08:38:10.875926+00:00,9.44e-05
375,2024-03-14 08:38:10.975819+00:00,9.44e-05
376,2024-03-14 08:38:11.075808+00:00,9.45e-05
377,2024-03-14 08:38:11.175558+00:00,9.45e-05
378,2024-03-14 08:38:11.275626+00:00,9.45e-05
379,2024-03-14 08:38:11.375504+00:00,9.44e-05
380,2024-03-14 08:38:11.475463+00:00,9.44e-05
381,2024-03-14 08:38:11.575689+00:00,9.44e-05
382,2024-03-14 08:38:11.675657+00:00,9.45e-05
383,2024-03-14 08:38:11.775279+00:00,9.44e-05
384,2024-03-14 08:38:11.876006+00:00,9.44e-05
385,2024-03-14 08:38:11.975314+00:00,9.44e-05
386,2024-03-14 08:38:12.075164+00:00,9.45e-05
387,2024-03-14 08:38:12.175236+00:00,9.45e-05
388,2024-03-14 08:38:12.275561+00:00,9.45e-05
389,2024-03-14 08:38:12.375119+00:00,9.45e-05
390,2024-03-14 08:38:12.475204+00:00,9.45e-05
391,2024-03-14 08:38:12.575337+00:00,9.45e-05
392,2024-03-14 08:38:12.675611+00:00,9.45e-05
393,2024-03-14 08:38:12.774803+00:00,9.45e-05
394,2024-03-14 08:38:12.875177+00:00,9.44e-05
395,2024-03-14 08:38:12.974721+00:00,9.44e-05
396,2024-03-14 08:38:13.074627+00:00,9.45e-05
397,2024-03-14 08:38:13.174726+00:00,9.45e-05
398,2024-03-14 08:38:13.274593+00:00,9.45e-05
399,2024-03-14 08:38:13.374867+00:00,9.45e-05
400,2024-03-14 08:38:13.473290+00:00,9.44e-05
401,2024-03-14 08:38:13.603737+00:00,9.44e-05
402,2024-03-14 08:38:13.674558+00:00,9.44e-05
403,2024-03-14 08:38:13.773935+00:00,9.44e-05
404,2024-03-14 08:38:13.874073+00:00,9.45e-05
405,2024-03-14 08:38:13.973957+00:00,9.45e-05
406,2024-03-14 08:38:14.074188+00:00,9.45e-05
407,2024-03-14 08:38:14.173797+00:00,9.45e-05
408,2024-03-14 08:38:14.274109+00:00,9.45e-05
409,2024-03-14 08:38:14.373365+00:00,9.45e-05
410,2024-03-14 08:38:14.473699+00:00,9.45e-05
411,2024-03-14 08:38:14.574392+00:00,9.45e-05
412,2024-03-14 08:38:14.673862+00:00,9.45e-05
413,2024-03-14 08:38:14.773601+00:00,9.44e-05
414,2024-03-14 08:38:14.874497+00:00,9.45e-05
415,2024-03-14 08:38:14.973622+00:00,9.44e-05
416,2024-03-14 08:38:15.073734+00:00,9.44e-05
417,2024-03-14 08:38:15.173581+00:00,9.44e-05
418,2024-03-14 08:38:15.274084+00:00,9.44e-05
419,2024-03-14 08:38:15.373288+00:00,9.44e-05
420,2024-03-14 08:38:15.473263+00:00,9.44e-05
421,2024-03-14 08:38:15.573524+00:00,9.44e-05
422,2024-03-14 08:38:15.673197+00:00,9.44e-05
423,2024-03-14 08:38:15.773420+00:00,9.45e-05
424,2024-03-14 08:38:15.872919+00:00,9.44e-05
425,2024-03-14 08:38:15.972972+00:00,9.44e-05
426,2024-03-14 08:38:16.073402+00:00,9.44e-05
427,2024-03-14 08:38:16.173688+00:00,9.44e-05
428,2024-03-14 08:38:16.273546+00:00,9.44e-05
429,2024-03-14 08:38:16.373854+00:00,9.44e-05
430,2024-03-14 08:38:16.474412+00:00,9.44e-05
431,2024-03-14 08:38:16.574478+00:00,9.44e-05
432,2024-03-14 08:38:16.672555+00:00,9.44e-05
433,2024-03-14 08:38:16.772344+00:00,9.43e-05
434,2024-03-14 08:38:16.872278+00:00,9.44e-05
435,2024-03-14 08:38:16.969519+00:00,9.44e-05
436,2024-03-14 08:38:17.102473+00:00,9.44e-05
437,2024-03-14 08:38:17.172191+00:00,9.44e-05
438,2024-03-14 08:38:17.271841+00:00,9.44e-05
439,2024-03-14 08:38:17.371949+00:00,9.44e-05
440,2024-03-14 08:38:17.471574+00:00,9.44e-05
441,2024-03-14 08:38:17.572349+00:00,9.44e-05
442,2024-03-14 08:38:17.671834+00:00,9.44e-05
443,2024-03-14 08:38:17.771491+00:00,9.44e-05
444,2024-03-14 08:38:17.872105+00:00,9.44e-05
445,2024-03-14 08:38:17.971769+00:00,9.45e-05
446,2024-03-14 08:38:18.071613+00:00,9.45e-05
447,2024-03-14 08:38:18.171598+00:00,9.44e-05
448,2024-03-14 08:38:18.272135+00:00,9.44e-05
449,2024-03-14 08:38:18.371471+00:00,9.44e-05
450,2024-03-14 08:38:18.481699+00:00,9.44e-05
451,2024-03-14 08:38:18.571489+00:00,9.44e-05
452,2024-03-14 08:38:18.671238+00:00,9.45e-05
453,2024-03-14 08:38:18.891541+00:00,9.44e-05
454,2024-03-14 08:38:18.971097+00:00,9.44e-05
455,2024-03-14 08:38:19.071393+00:00,9.45e-05
456,2024-03-14 08:38:19.171102+00:00,9.45e-05
457,2024-03-14 08:38:19.271170+00:00,9.45e-05
458,2024-03-14 08:38:19.370374+00:00,9.44e-05
459,2024-03-14 08:38:19.471246+00:00,9.45e-05
460,2024-03-14 08:38:19.571186+00:00,9.45e-05
461,2024-03-14 08:38:19.670418+00:00,9.45e-05
462,2024-03-14 08:38:19.770421+00:00,9.44e-05
463,2024-03-14 08:38:19.870059+00:00,9.44e-05
464,2024-03-14 08:38:19.970526+00:00,9.45e-05
465,2024-03-14 08:38:20.070184+00:00,9.45e-05
466,2024-03-14 08:38:20.170426+00:00,9.45e-05
467,2024-03-14 08:38:20.270411+00:00,9.44e-05
468,2024-03-14 08:38:20.370103+00:00,9.44e-05
469,2024-03-14 08:38:20.470661+00:00,9.44e-05
470,2024-03-14 08:38:20.570139+00:00,9.44e-05
471,2024-03-14 08:38:20.670169+00:00,9.44e-05
472,2024-03-14 08:38:20.769595+00:00,9.44e-05
473,2024-03-14 08:38:20.870513+00:00,9.44e-05
474,2024-03-14 08:38:20.969726+00:00,9.44e-05
475,2024-03-14 08:38:21.070186+00:00,9.44e-05
476,2024-03-14 08:38:21.170501+00:00,9.44e-05
477,2024-03-14 08:38:21.269931+00:00,9.44e-05
478,2024-03-14 08:38:21.370083+00:00,9.44e-05
479,2024-03-14 08:38:21.469364+00:00,9.44e-05
480,2024-03-14 08:38:21.570275+00:00,9.44e-05
481,2024-03-14 08:38:21.669664+00:00,9.45e-05
